,knn_scores,svc_scores,mlp_scores,gnb_scores,arvore_scores
Precision,0.9646358543417367,0.9923469387755102,0.9849246231155779,0.6226385636221702,0.9352836400928375
Recall,0.9342514316880284,0.9842105263157894,0.968421052631579,0.6285246795745841,0.9398418325606763
F1,0.9473143548682155,0.9881225684945631,0.9760425909494232,0.6246808510638298,0.9374999999999999
