,knn_scores,svc_scores,mlp_scores,gnb_scores,arvore_scores
Precision,0.7207602339181286,0.6392857142857142,0.7207602339181286,0.26820728291316526,0.6993939393939396
Recall,0.6994047619047619,0.5535714285714285,0.6994047619047619,0.3958333333333333,0.6398809523809524
F1,0.6991807475678443,0.5442612942612942,0.6991807475678443,0.3172043010752688,0.6324786324786325
main_score,0.6956521739130435,0.5434782608695652,0.6956521739130435,0.391304347826087,0.6304347826086957
