,knn_scores,svc_scores,mlp_scores,gnb_scores,arvore_scores
Precision,0.6497835497835498,0.4243697478991597,0.6729166666666666,0.6497835497835498,0.5532467532467533
Recall,0.6008158508158508,0.47377622377622375,0.5967365967365967,0.6008158508158508,0.5477855477855478
F1,0.6077093638069249,0.4276540236805138,0.6020187454938717,0.6077093638069249,0.5490196078431373
main_score,0.7282608695652174,0.6630434782608695,0.7391304347826086,0.7282608695652174,0.6521739130434783
